"Protocol" "Study" "CellType"
"D31.1_29" "CELseq2" "GSE85241" "Alpha"
"D31.1_30" "CELseq2" "GSE85241" "Gamma"
"D31.1_31" "CELseq2" "GSE85241" "Alpha"
"D31.1_32" "CELseq2" "GSE85241" "Alpha"
"D31.1_33" "CELseq2" "GSE85241" "Delta"
"D31.1_34" "CELseq2" "GSE85241" "Alpha"
"D31.1_35" "CELseq2" "GSE85241" "Alpha"
"D31.1_36" "CELseq2" "GSE85241" "other"
"D31.1_37" "CELseq2" "GSE85241" "Beta"
"D31.1_38" "CELseq2" "GSE85241" "Beta"
"D31.1_39" "CELseq2" "GSE85241" "Alpha"
"D31.1_40" "CELseq2" "GSE85241" "Alpha"
"D31.1_41" "CELseq2" "GSE85241" "other"
"D31.1_42" "CELseq2" "GSE85241" "Alpha"
"D31.1_43" "CELseq2" "GSE85241" "Alpha"
"D31.1_44" "CELseq2" "GSE85241" "Acinar"
"D31.1_45" "CELseq2" "GSE85241" "Acinar"
"D31.1_46" "CELseq2" "GSE85241" "Alpha"
"D31.1_47" "CELseq2" "GSE85241" "Beta"
"D31.1_48" "CELseq2" "GSE85241" "Acinar"
"D31.1_49" "CELseq2" "GSE85241" "Alpha"
"D31.1_50" "CELseq2" "GSE85241" "Ductal"
"D31.1_51" "CELseq2" "GSE85241" "Acinar"
"D31.1_52" "CELseq2" "GSE85241" "Alpha"
"D31.1_53" "CELseq2" "GSE85241" "Beta"
"D31.1_54" "CELseq2" "GSE85241" "Beta"
"D31.1_55" "CELseq2" "GSE85241" "Ductal"
"D31.1_56" "CELseq2" "GSE85241" "Beta"
"D31.1_57" "CELseq2" "GSE85241" "Gamma"
"D31.1_58" "CELseq2" "GSE85241" "Acinar"
"D31.1_59" "CELseq2" "GSE85241" "Alpha"
"D31.1_60" "CELseq2" "GSE85241" "Alpha"
"D31.1_61" "CELseq2" "GSE85241" "Alpha"
"D31.1_62" "CELseq2" "GSE85241" "Ductal"
"D31.1_63" "CELseq2" "GSE85241" "Beta"
"D31.1_64" "CELseq2" "GSE85241" "Alpha"
"D31.1_65" "CELseq2" "GSE85241" "Gamma"
"D31.1_66" "CELseq2" "GSE85241" "Alpha"
"D31.1_67" "CELseq2" "GSE85241" "Alpha"
"D31.1_68" "CELseq2" "GSE85241" "Beta"
"D31.1_69" "CELseq2" "GSE85241" "Alpha"
"D31.1_70" "CELseq2" "GSE85241" "Acinar"
"D31.1_71" "CELseq2" "GSE85241" "Gamma"
"D31.1_72" "CELseq2" "GSE85241" "Ductal"
"D31.1_73" "CELseq2" "GSE85241" "Beta"
"D31.1_74" "CELseq2" "GSE85241" "Beta"
"D31.1_75" "CELseq2" "GSE85241" "Alpha"
"D31.1_76" "CELseq2" "GSE85241" "Ductal"
"D31.1_77" "CELseq2" "GSE85241" "Ductal"
"D31.1_78" "CELseq2" "GSE85241" "Alpha"
"D31.1_79" "CELseq2" "GSE85241" "Alpha"
"D31.1_80" "CELseq2" "GSE85241" "Gamma"
"D31.1_81" "CELseq2" "GSE85241" "Gamma"
"D31.1_82" "CELseq2" "GSE85241" "Ductal"
"D31.1_83" "CELseq2" "GSE85241" "Ductal"
"D31.1_84" "CELseq2" "GSE85241" "Ductal"
"D31.1_85" "CELseq2" "GSE85241" "Alpha"
"D31.1_86" "CELseq2" "GSE85241" "Beta"
"D31.1_87" "CELseq2" "GSE85241" "Alpha"
"D31.1_88" "CELseq2" "GSE85241" "Acinar"
"D31.1_89" "CELseq2" "GSE85241" "Alpha"
"D31.1_90" "CELseq2" "GSE85241" "Ductal"
"D31.1_91" "CELseq2" "GSE85241" "Alpha"
"D31.1_92" "CELseq2" "GSE85241" "Alpha"
"D31.1_93" "CELseq2" "GSE85241" "Ductal"
"D31.1_94" "CELseq2" "GSE85241" "Alpha"
"D31.2_1" "CELseq2" "GSE85241" "Beta"
"D31.2_2" "CELseq2" "GSE85241" "Alpha"
"D31.2_3" "CELseq2" "GSE85241" "Beta"
"D31.2_4" "CELseq2" "GSE85241" "other"
"D31.2_5" "CELseq2" "GSE85241" "Delta"
"D31.2_6" "CELseq2" "GSE85241" "Acinar"
"D31.2_7" "CELseq2" "GSE85241" "Alpha"
"D31.2_9" "CELseq2" "GSE85241" "Alpha"
"D31.2_10" "CELseq2" "GSE85241" "Ductal"
"D31.2_11" "CELseq2" "GSE85241" "Alpha"
"D31.2_12" "CELseq2" "GSE85241" "Delta"
"D31.2_13" "CELseq2" "GSE85241" "Alpha"
"D31.2_14" "CELseq2" "GSE85241" "Alpha"
"D31.2_15" "CELseq2" "GSE85241" "Acinar"
"D31.2_17" "CELseq2" "GSE85241" "Ductal"
"D31.2_18" "CELseq2" "GSE85241" "Acinar"
"D31.2_19" "CELseq2" "GSE85241" "other"
"D31.2_20" "CELseq2" "GSE85241" "Ductal"
"D31.2_21" "CELseq2" "GSE85241" "Ductal"
"D31.2_22" "CELseq2" "GSE85241" "Alpha"
"D31.2_23" "CELseq2" "GSE85241" "Beta"
"D31.2_24" "CELseq2" "GSE85241" "other"
"D31.2_26" "CELseq2" "GSE85241" "Acinar"
"D31.2_27" "CELseq2" "GSE85241" "Beta"
"D31.2_28" "CELseq2" "GSE85241" "Beta"
"D31.2_29" "CELseq2" "GSE85241" "Delta"
"D31.2_30" "CELseq2" "GSE85241" "Acinar"
"D31.2_31" "CELseq2" "GSE85241" "Alpha"
"D31.2_32" "CELseq2" "GSE85241" "Alpha"
"D31.2_33" "CELseq2" "GSE85241" "Alpha"
"D31.2_34" "CELseq2" "GSE85241" "Beta"
"D31.2_35" "CELseq2" "GSE85241" "Ductal"
"D31.2_36" "CELseq2" "GSE85241" "Delta"
"D31.2_37" "CELseq2" "GSE85241" "Ductal"
"D31.2_38" "CELseq2" "GSE85241" "Acinar"
"D31.2_39" "CELseq2" "GSE85241" "Alpha"
"D31.2_40" "CELseq2" "GSE85241" "Ductal"
"D31.2_41" "CELseq2" "GSE85241" "Ductal"
"D31.2_43" "CELseq2" "GSE85241" "Beta"
"D31.2_44" "CELseq2" "GSE85241" "Alpha"
"D31.2_45" "CELseq2" "GSE85241" "Alpha"
"D31.2_46" "CELseq2" "GSE85241" "Beta"
"D31.2_47" "CELseq2" "GSE85241" "Beta"
"D31.2_48" "CELseq2" "GSE85241" "Beta"
"D31.2_49" "CELseq2" "GSE85241" "Beta"
"D31.2_50" "CELseq2" "GSE85241" "Alpha"
"D31.2_51" "CELseq2" "GSE85241" "Alpha"
"D31.2_52" "CELseq2" "GSE85241" "Beta"
"D31.2_53" "CELseq2" "GSE85241" "Acinar"
"D31.2_54" "CELseq2" "GSE85241" "Ductal"
"D31.2_55" "CELseq2" "GSE85241" "Gamma"
"D31.2_56" "CELseq2" "GSE85241" "Alpha"
"D31.2_57" "CELseq2" "GSE85241" "Alpha"
"D31.2_58" "CELseq2" "GSE85241" "Beta"
"D31.2_59" "CELseq2" "GSE85241" "Ductal"
"D31.2_60" "CELseq2" "GSE85241" "Gamma"
"D31.2_61" "CELseq2" "GSE85241" "Acinar"
"D31.2_62" "CELseq2" "GSE85241" "Ductal"
"D31.2_63" "CELseq2" "GSE85241" "Alpha"
"D31.2_64" "CELseq2" "GSE85241" "Alpha"
"D31.2_65" "CELseq2" "GSE85241" "Beta"
"D31.2_66" "CELseq2" "GSE85241" "Beta"
"D31.2_67" "CELseq2" "GSE85241" "Alpha"
"D31.2_68" "CELseq2" "GSE85241" "Ductal"
"D31.2_69" "CELseq2" "GSE85241" "Acinar"
"D31.2_70" "CELseq2" "GSE85241" "Delta"
"D31.2_71" "CELseq2" "GSE85241" "Beta"
"D31.2_72" "CELseq2" "GSE85241" "Beta"
"D31.2_73" "CELseq2" "GSE85241" "Ductal"
"D31.2_74" "CELseq2" "GSE85241" "Alpha"
"D31.2_75" "CELseq2" "GSE85241" "Acinar"
"D31.2_76" "CELseq2" "GSE85241" "Ductal"
"D31.2_77" "CELseq2" "GSE85241" "Ductal"
"D31.2_78" "CELseq2" "GSE85241" "Ductal"
"D31.2_79" "CELseq2" "GSE85241" "Delta"
"D31.2_80" "CELseq2" "GSE85241" "other"
"D31.2_81" "CELseq2" "GSE85241" "Alpha"
"D31.2_82" "CELseq2" "GSE85241" "Alpha"
"D31.2_83" "CELseq2" "GSE85241" "Acinar"
"D31.2_84" "CELseq2" "GSE85241" "Ductal"
"D31.2_85" "CELseq2" "GSE85241" "other"
"D31.2_86" "CELseq2" "GSE85241" "Acinar"
"D31.2_87" "CELseq2" "GSE85241" "Acinar"
"D31.2_89" "CELseq2" "GSE85241" "Alpha"
"D31.2_91" "CELseq2" "GSE85241" "other"
"D31.2_92" "CELseq2" "GSE85241" "Beta"
"D31.2_93" "CELseq2" "GSE85241" "Alpha"
"D31.2_94" "CELseq2" "GSE85241" "Ductal"
"D31.3_1" "CELseq2" "GSE85241" "Acinar"
"D31.3_2" "CELseq2" "GSE85241" "Alpha"
"D31.3_3" "CELseq2" "GSE85241" "Alpha"
"D31.3_4" "CELseq2" "GSE85241" "Beta"
"D31.3_5" "CELseq2" "GSE85241" "Alpha"
"D31.3_10" "CELseq2" "GSE85241" "Beta"
"D31.3_12" "CELseq2" "GSE85241" "Ductal"
"D31.3_13" "CELseq2" "GSE85241" "Alpha"
"D31.3_14" "CELseq2" "GSE85241" "Acinar"
"D31.3_15" "CELseq2" "GSE85241" "other"
"D31.3_16" "CELseq2" "GSE85241" "Delta"
"D31.3_17" "CELseq2" "GSE85241" "Beta"
"D31.3_18" "CELseq2" "GSE85241" "Alpha"
"D31.3_19" "CELseq2" "GSE85241" "Alpha"
"D31.3_21" "CELseq2" "GSE85241" "Ductal"
"D31.3_22" "CELseq2" "GSE85241" "Delta"
"D31.3_23" "CELseq2" "GSE85241" "Acinar"
"D31.3_24" "CELseq2" "GSE85241" "Alpha"
"D31.3_25" "CELseq2" "GSE85241" "Acinar"
"D31.3_26" "CELseq2" "GSE85241" "Acinar"
"D31.3_27" "CELseq2" "GSE85241" "Alpha"
"D31.3_28" "CELseq2" "GSE85241" "Alpha"
"D31.3_29" "CELseq2" "GSE85241" "Alpha"
"D31.3_30" "CELseq2" "GSE85241" "Gamma"
"D31.3_31" "CELseq2" "GSE85241" "Beta"
"D31.3_32" "CELseq2" "GSE85241" "Alpha"
"D31.3_33" "CELseq2" "GSE85241" "Beta"
"D31.3_35" "CELseq2" "GSE85241" "Alpha"
"D31.3_36" "CELseq2" "GSE85241" "Acinar"
"D31.3_37" "CELseq2" "GSE85241" "Ductal"
"D31.3_38" "CELseq2" "GSE85241" "Alpha"
"D31.3_39" "CELseq2" "GSE85241" "Alpha"
"D31.3_40" "CELseq2" "GSE85241" "Acinar"
"D31.3_41" "CELseq2" "GSE85241" "Delta"
"D31.3_42" "CELseq2" "GSE85241" "Delta"
"D31.3_43" "CELseq2" "GSE85241" "Beta"
"D31.3_45" "CELseq2" "GSE85241" "Alpha"
"D31.3_46" "CELseq2" "GSE85241" "Alpha"
"D31.3_47" "CELseq2" "GSE85241" "Acinar"
"D31.3_48" "CELseq2" "GSE85241" "Acinar"
"D31.3_50" "CELseq2" "GSE85241" "Beta"
"D31.3_51" "CELseq2" "GSE85241" "Alpha"
"D31.3_52" "CELseq2" "GSE85241" "Alpha"
"D31.3_53" "CELseq2" "GSE85241" "Acinar"
"D31.3_54" "CELseq2" "GSE85241" "Gamma"
"D31.3_55" "CELseq2" "GSE85241" "Alpha"
"D31.3_56" "CELseq2" "GSE85241" "Alpha"
"D31.3_57" "CELseq2" "GSE85241" "Alpha"
"D31.3_58" "CELseq2" "GSE85241" "Alpha"
"D31.3_59" "CELseq2" "GSE85241" "other"
"D31.3_60" "CELseq2" "GSE85241" "Acinar"
"D31.3_61" "CELseq2" "GSE85241" "Alpha"
"D31.3_62" "CELseq2" "GSE85241" "Delta"
"D31.3_63" "CELseq2" "GSE85241" "Acinar"
"D31.3_64" "CELseq2" "GSE85241" "Acinar"
"D31.3_65" "CELseq2" "GSE85241" "Ductal"
"D31.3_66" "CELseq2" "GSE85241" "Beta"
"D31.3_67" "CELseq2" "GSE85241" "Delta"
"D31.3_68" "CELseq2" "GSE85241" "Beta"
"D31.3_69" "CELseq2" "GSE85241" "Acinar"
"D31.3_70" "CELseq2" "GSE85241" "Alpha"
"D31.3_71" "CELseq2" "GSE85241" "other"
"D31.3_72" "CELseq2" "GSE85241" "Gamma"
"D31.3_73" "CELseq2" "GSE85241" "Acinar"
"D31.3_75" "CELseq2" "GSE85241" "Beta"
"D31.3_76" "CELseq2" "GSE85241" "Alpha"
"D31.3_77" "CELseq2" "GSE85241" "Gamma"
"D31.3_78" "CELseq2" "GSE85241" "Acinar"
"D31.3_79" "CELseq2" "GSE85241" "Alpha"
"D31.3_80" "CELseq2" "GSE85241" "Beta"
"D31.3_81" "CELseq2" "GSE85241" "Ductal"
"D31.3_82" "CELseq2" "GSE85241" "Ductal"
"D31.3_83" "CELseq2" "GSE85241" "Beta"
"D31.3_84" "CELseq2" "GSE85241" "Alpha"
"D31.3_85" "CELseq2" "GSE85241" "Alpha"
"D31.3_86" "CELseq2" "GSE85241" "Acinar"
"D31.3_87" "CELseq2" "GSE85241" "Beta"
"D31.3_88" "CELseq2" "GSE85241" "Delta"
"D31.3_89" "CELseq2" "GSE85241" "Acinar"
"D31.3_90" "CELseq2" "GSE85241" "Alpha"
"D31.3_91" "CELseq2" "GSE85241" "Alpha"
"D31.3_92" "CELseq2" "GSE85241" "Beta"
"D31.3_94" "CELseq2" "GSE85241" "Alpha"
"D31.4_1" "CELseq2" "GSE85241" "Alpha"
"D31.4_2" "CELseq2" "GSE85241" "Delta"
"D31.4_4" "CELseq2" "GSE85241" "Gamma"
"D31.4_5" "CELseq2" "GSE85241" "Alpha"
"D31.4_6" "CELseq2" "GSE85241" "Alpha"
"D31.4_7" "CELseq2" "GSE85241" "Alpha"
"D31.4_8" "CELseq2" "GSE85241" "Delta"
"D31.4_9" "CELseq2" "GSE85241" "Acinar"
"D31.4_10" "CELseq2" "GSE85241" "Beta"
"D31.4_11" "CELseq2" "GSE85241" "Alpha"
"D31.4_12" "CELseq2" "GSE85241" "Beta"
"D31.4_13" "CELseq2" "GSE85241" "Acinar"
"D31.4_14" "CELseq2" "GSE85241" "Acinar"
"D31.4_15" "CELseq2" "GSE85241" "Gamma"
"D31.4_16" "CELseq2" "GSE85241" "other"
"D31.4_17" "CELseq2" "GSE85241" "Beta"
"D31.4_18" "CELseq2" "GSE85241" "Alpha"
"D31.4_19" "CELseq2" "GSE85241" "Beta"
"D31.4_20" "CELseq2" "GSE85241" "Alpha"
"D31.4_21" "CELseq2" "GSE85241" "Beta"
"D31.4_22" "CELseq2" "GSE85241" "Alpha"
"D31.4_23" "CELseq2" "GSE85241" "Alpha"
"D31.4_24" "CELseq2" "GSE85241" "Alpha"
"D31.4_25" "CELseq2" "GSE85241" "Beta"
"D31.4_26" "CELseq2" "GSE85241" "Alpha"
"D31.4_27" "CELseq2" "GSE85241" "Alpha"
"D31.4_28" "CELseq2" "GSE85241" "Delta"
"D31.4_29" "CELseq2" "GSE85241" "Alpha"
"D31.4_30" "CELseq2" "GSE85241" "Alpha"
"D31.4_31" "CELseq2" "GSE85241" "Alpha"
"D31.4_32" "CELseq2" "GSE85241" "Alpha"
"D31.4_33" "CELseq2" "GSE85241" "Ductal"
"D31.4_34" "CELseq2" "GSE85241" "Beta"
"D31.4_35" "CELseq2" "GSE85241" "Ductal"
"D31.4_36" "CELseq2" "GSE85241" "Acinar"
"D31.4_37" "CELseq2" "GSE85241" "Gamma"
"D31.4_38" "CELseq2" "GSE85241" "Ductal"
"D31.4_39" "CELseq2" "GSE85241" "Beta"
"D31.4_40" "CELseq2" "GSE85241" "Alpha"
"D31.4_41" "CELseq2" "GSE85241" "Acinar"
"D31.4_42" "CELseq2" "GSE85241" "Alpha"
"D31.4_43" "CELseq2" "GSE85241" "Acinar"
"D31.4_44" "CELseq2" "GSE85241" "Beta"
"D31.4_45" "CELseq2" "GSE85241" "Beta"
"D31.4_46" "CELseq2" "GSE85241" "Delta"
"D31.4_47" "CELseq2" "GSE85241" "Alpha"
"D31.4_48" "CELseq2" "GSE85241" "Acinar"
"D31.4_49" "CELseq2" "GSE85241" "Beta"
"D31.4_50" "CELseq2" "GSE85241" "Alpha"
"D31.4_51" "CELseq2" "GSE85241" "Gamma"
"D31.4_52" "CELseq2" "GSE85241" "Delta"
"D31.4_53" "CELseq2" "GSE85241" "Alpha"
"D31.4_54" "CELseq2" "GSE85241" "Alpha"
"D31.4_55" "CELseq2" "GSE85241" "Acinar"
"D31.4_56" "CELseq2" "GSE85241" "Acinar"
"D31.4_57" "CELseq2" "GSE85241" "Acinar"
"D31.4_58" "CELseq2" "GSE85241" "Beta"
"D31.4_59" "CELseq2" "GSE85241" "Alpha"
"D31.4_60" "CELseq2" "GSE85241" "Delta"
"D31.4_61" "CELseq2" "GSE85241" "Alpha"
"D31.4_62" "CELseq2" "GSE85241" "Delta"
"D31.4_63" "CELseq2" "GSE85241" "Beta"
"D31.4_64" "CELseq2" "GSE85241" "Beta"
"D31.4_65" "CELseq2" "GSE85241" "Beta"
"D31.4_66" "CELseq2" "GSE85241" "Beta"
"D31.4_67" "CELseq2" "GSE85241" "other"
"D31.4_68" "CELseq2" "GSE85241" "Ductal"
"D31.4_69" "CELseq2" "GSE85241" "Acinar"
"D31.4_70" "CELseq2" "GSE85241" "Acinar"
"D31.4_71" "CELseq2" "GSE85241" "Acinar"
"D31.4_72" "CELseq2" "GSE85241" "Acinar"
"D31.4_73" "CELseq2" "GSE85241" "Ductal"
"D31.4_74" "CELseq2" "GSE85241" "Beta"
"D31.4_75" "CELseq2" "GSE85241" "Beta"
"D31.4_76" "CELseq2" "GSE85241" "Ductal"
"D31.4_77" "CELseq2" "GSE85241" "Ductal"
"D31.4_78" "CELseq2" "GSE85241" "Delta"
"D31.4_79" "CELseq2" "GSE85241" "Acinar"
"D31.4_80" "CELseq2" "GSE85241" "Alpha"
"D31.4_81" "CELseq2" "GSE85241" "Alpha"
"D31.4_82" "CELseq2" "GSE85241" "Alpha"
"D31.4_83" "CELseq2" "GSE85241" "Beta"
"D31.4_84" "CELseq2" "GSE85241" "Alpha"
"D31.4_85" "CELseq2" "GSE85241" "Beta"
"D31.4_87" "CELseq2" "GSE85241" "Alpha"
"D31.4_89" "CELseq2" "GSE85241" "Alpha"
"D31.4_90" "CELseq2" "GSE85241" "Acinar"
"D31.4_91" "CELseq2" "GSE85241" "Acinar"
"D31.4_92" "CELseq2" "GSE85241" "Beta"
"D31.4_93" "CELseq2" "GSE85241" "Acinar"
"D31.4_94" "CELseq2" "GSE85241" "Beta"
"D31.5_1" "CELseq2" "GSE85241" "Acinar"
"D31.5_2" "CELseq2" "GSE85241" "Alpha"
"D31.5_3" "CELseq2" "GSE85241" "Beta"
"D31.5_4" "CELseq2" "GSE85241" "Acinar"
"D31.5_5" "CELseq2" "GSE85241" "Beta"
"D31.5_8" "CELseq2" "GSE85241" "Alpha"
"D31.5_9" "CELseq2" "GSE85241" "Beta"
"D31.5_10" "CELseq2" "GSE85241" "Alpha"
"D31.5_11" "CELseq2" "GSE85241" "Alpha"
"D31.5_12" "CELseq2" "GSE85241" "Alpha"
"D31.5_13" "CELseq2" "GSE85241" "Ductal"
"D31.5_14" "CELseq2" "GSE85241" "Ductal"
"D31.5_15" "CELseq2" "GSE85241" "Beta"
"D31.5_16" "CELseq2" "GSE85241" "Acinar"
"D31.5_17" "CELseq2" "GSE85241" "Alpha"
"D31.5_18" "CELseq2" "GSE85241" "Delta"
"D31.5_19" "CELseq2" "GSE85241" "Ductal"
"D31.5_20" "CELseq2" "GSE85241" "Alpha"
"D31.5_21" "CELseq2" "GSE85241" "Alpha"
"D31.5_22" "CELseq2" "GSE85241" "Beta"
"D31.5_23" "CELseq2" "GSE85241" "Delta"
"D31.5_24" "CELseq2" "GSE85241" "Alpha"
"D31.5_25" "CELseq2" "GSE85241" "Alpha"
"D31.5_26" "CELseq2" "GSE85241" "Beta"
"D31.5_27" "CELseq2" "GSE85241" "Beta"
"D31.5_29" "CELseq2" "GSE85241" "Beta"
"D31.5_30" "CELseq2" "GSE85241" "Beta"
"D31.5_31" "CELseq2" "GSE85241" "Beta"
"D31.5_32" "CELseq2" "GSE85241" "Beta"
"D31.5_33" "CELseq2" "GSE85241" "Alpha"
"D31.5_34" "CELseq2" "GSE85241" "Acinar"
"D31.5_35" "CELseq2" "GSE85241" "Alpha"
"D31.5_36" "CELseq2" "GSE85241" "Alpha"
"D31.5_37" "CELseq2" "GSE85241" "Ductal"
"D31.5_38" "CELseq2" "GSE85241" "Beta"
"D31.5_39" "CELseq2" "GSE85241" "Acinar"
"D31.5_41" "CELseq2" "GSE85241" "Ductal"
"D31.5_42" "CELseq2" "GSE85241" "Delta"
"D31.5_44" "CELseq2" "GSE85241" "Alpha"
"D31.5_45" "CELseq2" "GSE85241" "Acinar"
"D31.5_46" "CELseq2" "GSE85241" "Delta"
"D31.5_47" "CELseq2" "GSE85241" "other"
"D31.5_48" "CELseq2" "GSE85241" "Acinar"
"D31.5_49" "CELseq2" "GSE85241" "Alpha"
"D31.5_50" "CELseq2" "GSE85241" "Alpha"
"D31.5_51" "CELseq2" "GSE85241" "Ductal"
"D31.5_52" "CELseq2" "GSE85241" "Beta"
"D31.5_53" "CELseq2" "GSE85241" "Alpha"
"D31.5_54" "CELseq2" "GSE85241" "Alpha"
"D31.5_55" "CELseq2" "GSE85241" "Delta"
"D31.5_56" "CELseq2" "GSE85241" "Alpha"
"D31.5_57" "CELseq2" "GSE85241" "Acinar"
"D31.5_58" "CELseq2" "GSE85241" "Alpha"
"D31.5_59" "CELseq2" "GSE85241" "Alpha"
"D31.5_60" "CELseq2" "GSE85241" "Acinar"
"D31.5_61" "CELseq2" "GSE85241" "Beta"
"D31.5_62" "CELseq2" "GSE85241" "Alpha"
"D31.5_63" "CELseq2" "GSE85241" "Alpha"
"D31.5_64" "CELseq2" "GSE85241" "Ductal"
"D31.5_65" "CELseq2" "GSE85241" "Ductal"
"D31.5_66" "CELseq2" "GSE85241" "Alpha"
"D31.5_67" "CELseq2" "GSE85241" "Alpha"
"D31.5_68" "CELseq2" "GSE85241" "Alpha"
"D31.5_69" "CELseq2" "GSE85241" "Acinar"
"D31.5_70" "CELseq2" "GSE85241" "Acinar"
"D31.5_71" "CELseq2" "GSE85241" "Delta"
"D31.5_72" "CELseq2" "GSE85241" "Ductal"
"D31.5_73" "CELseq2" "GSE85241" "Ductal"
"D31.5_74" "CELseq2" "GSE85241" "Beta"
"D31.5_75" "CELseq2" "GSE85241" "Acinar"
"D31.5_76" "CELseq2" "GSE85241" "Alpha"
"D31.5_77" "CELseq2" "GSE85241" "other"
"D31.5_78" "CELseq2" "GSE85241" "other"
"D31.5_80" "CELseq2" "GSE85241" "Beta"
"D31.5_81" "CELseq2" "GSE85241" "Ductal"
"D31.5_82" "CELseq2" "GSE85241" "other"
"D31.5_83" "CELseq2" "GSE85241" "other"
"D31.5_84" "CELseq2" "GSE85241" "Delta"
"D31.5_85" "CELseq2" "GSE85241" "Beta"
"D31.5_86" "CELseq2" "GSE85241" "Alpha"
"D31.5_87" "CELseq2" "GSE85241" "Alpha"
"D31.5_88" "CELseq2" "GSE85241" "Alpha"
"D31.5_89" "CELseq2" "GSE85241" "Acinar"
"D31.5_90" "CELseq2" "GSE85241" "Alpha"
"D31.5_91" "CELseq2" "GSE85241" "Ductal"
"D31.5_92" "CELseq2" "GSE85241" "Acinar"
"D31.5_93" "CELseq2" "GSE85241" "Alpha"
"D31.5_94" "CELseq2" "GSE85241" "Beta"
"D31.6_1" "CELseq2" "GSE85241" "other"
"D31.6_2" "CELseq2" "GSE85241" "Alpha"
"D31.6_4" "CELseq2" "GSE85241" "Ductal"
"D31.6_5" "CELseq2" "GSE85241" "Gamma"
"D31.6_6" "CELseq2" "GSE85241" "other"
"D31.6_7" "CELseq2" "GSE85241" "Beta"
"D31.6_9" "CELseq2" "GSE85241" "Acinar"
"D31.6_10" "CELseq2" "GSE85241" "Alpha"
"D31.6_11" "CELseq2" "GSE85241" "Acinar"
"D31.6_12" "CELseq2" "GSE85241" "Delta"
"D31.6_13" "CELseq2" "GSE85241" "Acinar"
"D31.6_15" "CELseq2" "GSE85241" "Beta"
"D31.6_16" "CELseq2" "GSE85241" "Beta"
"D31.6_18" "CELseq2" "GSE85241" "Alpha"
"D31.6_19" "CELseq2" "GSE85241" "Beta"
"D31.6_20" "CELseq2" "GSE85241" "Beta"
"D31.6_21" "CELseq2" "GSE85241" "Acinar"
"D31.6_22" "CELseq2" "GSE85241" "Beta"
"D31.6_23" "CELseq2" "GSE85241" "other"
"D31.6_24" "CELseq2" "GSE85241" "Acinar"
"D31.6_25" "CELseq2" "GSE85241" "Gamma"
"D31.6_27" "CELseq2" "GSE85241" "Ductal"
"D31.6_28" "CELseq2" "GSE85241" "Ductal"
"D31.6_29" "CELseq2" "GSE85241" "Acinar"
"D31.6_30" "CELseq2" "GSE85241" "Alpha"
"D31.6_31" "CELseq2" "GSE85241" "Beta"
"D31.6_32" "CELseq2" "GSE85241" "Alpha"
"D31.6_33" "CELseq2" "GSE85241" "Acinar"
"D31.6_34" "CELseq2" "GSE85241" "Ductal"
"D31.6_35" "CELseq2" "GSE85241" "Alpha"
"D31.6_36" "CELseq2" "GSE85241" "Alpha"
"D31.6_37" "CELseq2" "GSE85241" "Ductal"
"D31.6_38" "CELseq2" "GSE85241" "Delta"
"D31.6_39" "CELseq2" "GSE85241" "Acinar"
"D31.6_40" "CELseq2" "GSE85241" "Acinar"
"D31.6_41" "CELseq2" "GSE85241" "Ductal"
"D31.6_42" "CELseq2" "GSE85241" "Beta"
"D31.6_43" "CELseq2" "GSE85241" "Acinar"
"D31.6_44" "CELseq2" "GSE85241" "Ductal"
"D31.6_45" "CELseq2" "GSE85241" "Alpha"
"D31.6_46" "CELseq2" "GSE85241" "Delta"
"D31.6_47" "CELseq2" "GSE85241" "Beta"
"D31.6_48" "CELseq2" "GSE85241" "Alpha"
"D31.6_49" "CELseq2" "GSE85241" "Beta"
"D31.6_50" "CELseq2" "GSE85241" "Ductal"
"D31.6_51" "CELseq2" "GSE85241" "Ductal"
"D31.6_52" "CELseq2" "GSE85241" "Acinar"
"D31.6_53" "CELseq2" "GSE85241" "Acinar"
"D31.6_54" "CELseq2" "GSE85241" "Alpha"
"D31.6_55" "CELseq2" "GSE85241" "Alpha"
"D31.6_56" "CELseq2" "GSE85241" "Alpha"
"D31.6_57" "CELseq2" "GSE85241" "Ductal"
"D31.6_58" "CELseq2" "GSE85241" "Beta"
"D31.6_59" "CELseq2" "GSE85241" "Alpha"
"D31.6_60" "CELseq2" "GSE85241" "Beta"
"D31.6_61" "CELseq2" "GSE85241" "Acinar"
"D31.6_62" "CELseq2" "GSE85241" "Acinar"
"D31.6_63" "CELseq2" "GSE85241" "Alpha"
"D31.6_64" "CELseq2" "GSE85241" "Alpha"
"D31.6_65" "CELseq2" "GSE85241" "Beta"
"D31.6_66" "CELseq2" "GSE85241" "Acinar"
"D31.6_67" "CELseq2" "GSE85241" "Beta"
"D31.6_68" "CELseq2" "GSE85241" "Ductal"
"D31.6_69" "CELseq2" "GSE85241" "Acinar"
"D31.6_70" "CELseq2" "GSE85241" "other"
"D31.6_71" "CELseq2" "GSE85241" "Gamma"
"D31.6_72" "CELseq2" "GSE85241" "Ductal"
"D31.6_73" "CELseq2" "GSE85241" "other"
"D31.6_74" "CELseq2" "GSE85241" "Alpha"
"D31.6_75" "CELseq2" "GSE85241" "Acinar"
"D31.6_76" "CELseq2" "GSE85241" "Beta"
"D31.6_77" "CELseq2" "GSE85241" "Alpha"
"D31.6_79" "CELseq2" "GSE85241" "Acinar"
